2026-04-21 13:07:58,681 INFO train_baseline: TIME_BUDGET overridden to 1800s via TRAIN_TIME_BUDGET env var
2026-04-21 13:08:09,102 INFO train_baseline: Vocab size: 8,192
2026-04-21 13:08:09,102 INFO train_baseline: Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'SSSL'}
2026-04-21 13:08:09,846 INFO train_baseline: Parameter counts:
2026-04-21 13:08:09,847 INFO train_baseline:   wte                     : 2,097,152
2026-04-21 13:08:09,847 INFO train_baseline:   value_embeds            : 4,194,304
2026-04-21 13:08:09,847 INFO train_baseline:   lm_head                 : 2,097,152
2026-04-21 13:08:09,847 INFO train_baseline:   transformer_matrices    : 3,145,856
2026-04-21 13:08:09,847 INFO train_baseline:   scalars                 : 8
2026-04-21 13:08:09,847 INFO train_baseline:   total                   : 11,534,472
2026-04-21 13:08:09,847 INFO train_baseline: Estimated FLOPs per token: 4.718669e+07
2026-04-21 13:08:09,847 INFO train_baseline: Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
2026-04-21 13:08:12,207 INFO train_baseline: Time budget: 1800s
2026-04-21 13:08:12,207 INFO train_baseline: Gradient accumulation steps: 1
2026-04-21 13:08:51,822 INFO train_baseline: step 00000 (0.0%) | loss: 9.010271 | lrm: 1.00 | mfu: 0.0% | epoch: 1 | remaining: 1800s
2026-04-21 13:26:34,151 INFO train_baseline: step 07600 (58.9%) | loss: 1.612382 | lrm: 0.82 | mfu: 4.7% | epoch: 3 | remaining: 740s
2026-04-21 13:26:40,967 INFO train_baseline: step 07650 (59.3%) | loss: 1.612518 | lrm: 0.81 | mfu: 4.7% | epoch: 3 | remaining: 733s
2026-04-21 13:26:47,867 INFO train_baseline: step 07700 (59.6%) | loss: 1.606115 | lrm: 0.81 | mfu: 3.1% | epoch: 3 | remaining: 726s
2026-04-21 13:26:54,767 INFO train_baseline: step 07750 (60.0%) | loss: 1.601576 | lrm: 0.80 | mfu: 4.6% | epoch: 3 | remaining: 719s
2026-04-21 13:27:01,312 INFO train_baseline: step 07800 (60.4%) | loss: 1.603198 | lrm: 0.79 | mfu: 5.0% | epoch: 3 | remaining: 713s
2026-04-21 13:27:07,460 INFO train_baseline: step 07850 (60.7%) | loss: 1.607170 | lrm: 0.79 | mfu: 5.6% | epoch: 3 | remaining: 707s
2026-04-21 13:27:13,459 INFO train_baseline: step 07900 (61.1%) | loss: 1.606870 | lrm: 0.78 | mfu: 5.3% | epoch: 3 | remaining: 701s
2026-04-21 13:27:19,632 INFO train_baseline: step 07950 (61.4%) | loss: 1.613766 | lrm: 0.77 | mfu: 4.9% | epoch: 3 | remaining: 695s
2026-04-21 13:27:26,161 INFO train_baseline: step 08000 (61.8%) | loss: 1.609270 | lrm: 0.76 | mfu: 4.5% | epoch: 3 | remaining: 688s
2026-04-21 13:27:33,061 INFO train_baseline: step 08050 (62.2%) | loss: 1.594917 | lrm: 0.76 | mfu: 4.5% | epoch: 3 | remaining: 681s
2026-04-21 13:27:40,011 INFO train_baseline: step 08100 (62.5%) | loss: 1.595495 | lrm: 0.75 | mfu: 4.9% | epoch: 3 | remaining: 674s
2026-04-21 13:27:46,991 INFO train_baseline: step 08150 (62.9%) | loss: 1.593582 | lrm: 0.74 | mfu: 4.5% | epoch: 3 | remaining: 667s
2026-04-21 13:27:53,895 INFO train_baseline: step 08200 (63.3%) | loss: 1.598042 | lrm: 0.73 | mfu: 3.2% | epoch: 3 | remaining: 660s
2026-04-21 13:28:00,818 INFO train_baseline: step 08250 (63.7%) | loss: 1.592030 | lrm: 0.73 | mfu: 4.3% | epoch: 3 | remaining: 653s
2026-04-21 13:28:07,745 INFO train_baseline: step 08300 (64.1%) | loss: 1.594155 | lrm: 0.72 | mfu: 4.5% | epoch: 3 | remaining: 646s
2026-04-21 13:28:14,626 INFO train_baseline: step 08350 (64.5%) | loss: 1.601692 | lrm: 0.71 | mfu: 5.0% | epoch: 3 | remaining: 640s
2026-04-21 13:28:21,457 INFO train_baseline: step 08400 (64.8%) | loss: 1.589335 | lrm: 0.70 | mfu: 4.9% | epoch: 3 | remaining: 633s
2026-04-21 13:28:28,452 INFO train_baseline: step 08450 (65.2%) | loss: 1.586414 | lrm: 0.70 | mfu: 4.7% | epoch: 3 | remaining: 626s
2026-04-21 13:28:35,362 INFO train_baseline: step 08500 (65.6%) | loss: 1.592635 | lrm: 0.69 | mfu: 4.7% | epoch: 3 | remaining: 619s
2026-04-21 13:28:42,364 INFO train_baseline: step 08550 (66.0%) | loss: 1.597065 | lrm: 0.68 | mfu: 4.5% | epoch: 3 | remaining: 612s
2026-04-21 13:28:49,210 INFO train_baseline: step 08600 (66.4%) | loss: 1.591657 | lrm: 0.67 | mfu: 5.0% | epoch: 3 | remaining: 605s
2026-04-21 13:28:56,092 INFO train_baseline: step 08650 (66.8%) | loss: 1.587670 | lrm: 0.66 | mfu: 5.0% | epoch: 3 | remaining: 598s
2026-04-21 13:29:03,269 INFO train_baseline: step 08700 (67.2%) | loss: 1.583490 | lrm: 0.66 | mfu: 4.8% | epoch: 3 | remaining: 591s
2026-04-21 13:29:10,230 INFO train_baseline: step 08750 (67.5%) | loss: 1.587138 | lrm: 0.65 | mfu: 4.8% | epoch: 3 | remaining: 584s
2026-04-21 13:29:17,130 INFO train_baseline: step 08800 (67.9%) | loss: 1.580797 | lrm: 0.64 | mfu: 5.2% | epoch: 3 | remaining: 577s
2026-04-21 13:29:23,980 INFO train_baseline: step 08850 (68.3%) | loss: 1.578993 | lrm: 0.63 | mfu: 4.2% | epoch: 3 | remaining: 570s
2026-04-21 13:29:30,863 INFO train_baseline: step 08900 (68.7%) | loss: 1.578203 | lrm: 0.63 | mfu: 4.7% | epoch: 3 | remaining: 563s
2026-04-21 13:29:37,713 INFO train_baseline: step 08950 (69.1%) | loss: 1.575886 | lrm: 0.62 | mfu: 4.6% | epoch: 3 | remaining: 557s
2026-04-21 13:29:44,537 INFO train_baseline: step 09000 (69.5%) | loss: 1.579533 | lrm: 0.61 | mfu: 4.9% | epoch: 3 | remaining: 550s
2026-04-21 13:29:51,411 INFO train_baseline: step 09050 (69.8%) | loss: 1.571518 | lrm: 0.60 | mfu: 5.3% | epoch: 3 | remaining: 543s
2026-04-21 13:29:57,804 INFO train_baseline: step 09100 (70.2%) | loss: 1.574075 | lrm: 0.60 | mfu: 5.0% | epoch: 3 | remaining: 537s
2026-04-21 13:30:03,889 INFO train_baseline: step 09150 (70.5%) | loss: 1.572624 | lrm: 0.59 | mfu: 5.1% | epoch: 3 | remaining: 530s
2026-04-21 13:30:10,012 INFO train_baseline: step 09200 (70.9%) | loss: 1.574547 | lrm: 0.58 | mfu: 4.7% | epoch: 3 | remaining: 524s
2026-04-21 13:30:16,314 INFO train_baseline: step 09250 (71.2%) | loss: 1.564104 | lrm: 0.58 | mfu: 4.9% | epoch: 3 | remaining: 518s
2026-04-21 13:30:23,059 INFO train_baseline: step 09300 (71.6%) | loss: 1.575096 | lrm: 0.57 | mfu: 4.5% | epoch: 3 | remaining: 511s
2026-04-21 13:30:29,980 INFO train_baseline: step 09350 (72.0%) | loss: 1.581587 | lrm: 0.56 | mfu: 3.1% | epoch: 3 | remaining: 504s
2026-04-21 13:30:36,881 INFO train_baseline: step 09400 (72.4%) | loss: 1.568740 | lrm: 0.55 | mfu: 4.4% | epoch: 3 | remaining: 497s
2026-04-21 13:30:43,738 INFO train_baseline: step 09450 (72.7%) | loss: 1.565827 | lrm: 0.55 | mfu: 5.0% | epoch: 3 | remaining: 491s
2026-04-21 13:30:50,624 INFO train_baseline: step 09500 (73.1%) | loss: 1.560241 | lrm: 0.54 | mfu: 4.6% | epoch: 3 | remaining: 484s
2026-04-21 13:30:57,523 INFO train_baseline: step 09550 (73.5%) | loss: 1.559462 | lrm: 0.53 | mfu: 4.7% | epoch: 3 | remaining: 477s
2026-04-21 13:31:04,490 INFO train_baseline: step 09600 (73.9%) | loss: 1.552335 | lrm: 0.52 | mfu: 4.5% | epoch: 3 | remaining: 470s
2026-04-21 13:31:11,410 INFO train_baseline: step 09650 (74.3%) | loss: 1.566784 | lrm: 0.51 | mfu: 4.4% | epoch: 3 | remaining: 463s
2026-04-21 13:31:18,298 INFO train_baseline: step 09700 (74.7%) | loss: 1.569635 | lrm: 0.51 | mfu: 4.9% | epoch: 3 | remaining: 456s
2026-04-21 13:31:25,235 INFO train_baseline: step 09750 (75.0%) | loss: 1.561945 | lrm: 0.50 | mfu: 4.7% | epoch: 3 | remaining: 449s
2026-04-21 13:31:31,997 INFO train_baseline: step 09800 (75.4%) | loss: 1.561641 | lrm: 0.49 | mfu: 4.9% | epoch: 3 | remaining: 442s
2026-04-21 13:31:38,984 INFO train_baseline: step 09850 (75.8%) | loss: 1.553447 | lrm: 0.48 | mfu: 4.7% | epoch: 3 | remaining: 435s
2026-04-21 13:31:45,848 INFO train_baseline: step 09900 (76.2%) | loss: 1.556655 | lrm: 0.48 | mfu: 4.9% | epoch: 3 | remaining: 429s
2026-04-21 13:31:52,700 INFO train_baseline: step 09950 (76.6%) | loss: 1.564482 | lrm: 0.47 | mfu: 4.6% | epoch: 3 | remaining: 422s
2026-04-21 13:31:59,697 INFO train_baseline: step 10000 (77.0%) | loss: 1.556002 | lrm: 0.46 | mfu: 4.4% | epoch: 3 | remaining: 415s
2026-04-21 13:32:06,722 INFO train_baseline: step 10050 (77.3%) | loss: 1.559242 | lrm: 0.45 | mfu: 4.5% | epoch: 3 | remaining: 408s
2026-04-21 13:32:13,552 INFO train_baseline: step 10100 (77.7%) | loss: 1.544439 | lrm: 0.45 | mfu: 4.2% | epoch: 3 | remaining: 401s
2026-04-21 13:32:20,410 INFO train_baseline: step 10150 (78.1%) | loss: 1.559710 | lrm: 0.44 | mfu: 5.0% | epoch: 4 | remaining: 394s
2026-04-21 13:32:27,451 INFO train_baseline: step 10200 (78.5%) | loss: 1.545792 | lrm: 0.43 | mfu: 4.7% | epoch: 4 | remaining: 387s
2026-04-21 13:32:34,413 INFO train_baseline: step 10250 (78.9%) | loss: 1.556589 | lrm: 0.42 | mfu: 4.8% | epoch: 4 | remaining: 380s
2026-04-21 13:32:41,331 INFO train_baseline: step 10300 (79.3%) | loss: 1.547691 | lrm: 0.41 | mfu: 4.6% | epoch: 4 | remaining: 373s
2026-04-21 13:32:48,140 INFO train_baseline: step 10350 (79.6%) | loss: 1.558128 | lrm: 0.41 | mfu: 4.9% | epoch: 4 | remaining: 366s
2026-04-21 13:32:54,975 INFO train_baseline: step 10400 (80.0%) | loss: 1.546651 | lrm: 0.40 | mfu: 4.0% | epoch: 4 | remaining: 360s
2026-04-21 13:33:01,895 INFO train_baseline: step 10450 (80.4%) | loss: 1.543577 | lrm: 0.39 | mfu: 5.0% | epoch: 4 | remaining: 353s
2026-04-21 13:33:08,830 INFO train_baseline: step 10500 (80.8%) | loss: 1.532805 | lrm: 0.38 | mfu: 4.7% | epoch: 4 | remaining: 346s
2026-04-21 13:33:15,807 INFO train_baseline: step 10550 (81.2%) | loss: 1.544389 | lrm: 0.38 | mfu: 4.9% | epoch: 4 | remaining: 339s
2026-04-21 13:33:22,643 INFO train_baseline: step 10600 (81.6%) | loss: 1.541522 | lrm: 0.37 | mfu: 4.7% | epoch: 4 | remaining: 332s
2026-04-21 13:33:29,612 INFO train_baseline: step 10650 (81.9%) | loss: 1.528823 | lrm: 0.36 | mfu: 4.7% | epoch: 4 | remaining: 325s
2026-04-21 13:33:36,511 INFO train_baseline: step 10700 (82.3%) | loss: 1.537985 | lrm: 0.35 | mfu: 4.4% | epoch: 4 | remaining: 318s
2026-04-21 13:33:43,383 INFO train_baseline: step 10750 (82.7%) | loss: 1.528481 | lrm: 0.35 | mfu: 4.9% | epoch: 4 | remaining: 311s
2026-04-21 13:33:50,254 INFO train_baseline: step 10800 (83.1%) | loss: 1.526192 | lrm: 0.34 | mfu: 4.7% | epoch: 4 | remaining: 304s
2026-04-21 13:33:57,215 INFO train_baseline: step 10850 (83.5%) | loss: 1.531730 | lrm: 0.33 | mfu: 4.5% | epoch: 4 | remaining: 297s
2026-04-21 13:34:03,659 INFO train_baseline: step 10900 (83.8%) | loss: 1.536203 | lrm: 0.32 | mfu: 5.3% | epoch: 4 | remaining: 291s
2026-04-21 13:34:09,843 INFO train_baseline: step 10950 (84.2%) | loss: 1.527015 | lrm: 0.32 | mfu: 5.3% | epoch: 4 | remaining: 285s
2026-04-21 13:34:15,978 INFO train_baseline: step 11000 (84.5%) | loss: 1.522478 | lrm: 0.31 | mfu: 3.3% | epoch: 4 | remaining: 279s
2026-04-21 13:34:22,179 INFO train_baseline: step 11050 (84.9%) | loss: 1.523653 | lrm: 0.30 | mfu: 4.6% | epoch: 4 | remaining: 272s
2026-04-21 13:34:28,785 INFO train_baseline: step 11100 (85.2%) | loss: 1.521112 | lrm: 0.30 | mfu: 4.9% | epoch: 4 | remaining: 266s
2026-04-21 13:34:35,551 INFO train_baseline: step 11150 (85.6%) | loss: 1.524454 | lrm: 0.29 | mfu: 5.0% | epoch: 4 | remaining: 259s
2026-04-21 13:34:42,351 INFO train_baseline: step 11200 (86.0%) | loss: 1.523133 | lrm: 0.28 | mfu: 4.2% | epoch: 4 | remaining: 252s
2026-04-21 13:34:49,322 INFO train_baseline: step 11250 (86.4%) | loss: 1.522502 | lrm: 0.27 | mfu: 4.2% | epoch: 4 | remaining: 245s
2026-04-21 13:34:56,222 INFO train_baseline: step 11300 (86.7%) | loss: 1.519694 | lrm: 0.27 | mfu: 4.9% | epoch: 4 | remaining: 238s
2026-04-21 13:35:03,168 INFO train_baseline: step 11350 (87.1%) | loss: 1.519697 | lrm: 0.26 | mfu: 4.5% | epoch: 4 | remaining: 231s
2026-04-21 13:35:10,063 INFO train_baseline: step 11400 (87.5%) | loss: 1.512412 | lrm: 0.25 | mfu: 4.2% | epoch: 4 | remaining: 225s
2026-04-21 13:35:17,038 INFO train_baseline: step 11450 (87.9%) | loss: 1.514306 | lrm: 0.24 | mfu: 4.7% | epoch: 4 | remaining: 218s
2026-04-21 13:35:24,013 INFO train_baseline: step 11500 (88.3%) | loss: 1.519093 | lrm: 0.23 | mfu: 4.7% | epoch: 4 | remaining: 211s
2026-04-21 13:35:30,922 INFO train_baseline: step 11550 (88.7%) | loss: 1.506547 | lrm: 0.23 | mfu: 5.0% | epoch: 4 | remaining: 204s
2026-04-21 13:35:37,901 INFO train_baseline: step 11600 (89.1%) | loss: 1.510718 | lrm: 0.22 | mfu: 4.7% | epoch: 4 | remaining: 197s
2026-04-21 13:35:44,985 INFO train_baseline: step 11650 (89.5%) | loss: 1.503747 | lrm: 0.21 | mfu: 2.9% | epoch: 4 | remaining: 190s
2026-04-21 13:35:51,993 INFO train_baseline: step 11700 (89.8%) | loss: 1.509496 | lrm: 0.20 | mfu: 4.9% | epoch: 4 | remaining: 183s
2026-04-21 13:35:58,809 INFO train_baseline: step 11750 (90.2%) | loss: 1.501590 | lrm: 0.20 | mfu: 4.3% | epoch: 4 | remaining: 176s
2026-04-21 13:36:05,748 INFO train_baseline: step 11800 (90.6%) | loss: 1.496874 | lrm: 0.19 | mfu: 4.3% | epoch: 4 | remaining: 169s
2026-04-21 13:36:12,524 INFO train_baseline: step 11850 (91.0%) | loss: 1.507005 | lrm: 0.18 | mfu: 4.8% | epoch: 4 | remaining: 162s
2026-04-21 13:36:19,492 INFO train_baseline: step 11900 (91.4%) | loss: 1.513739 | lrm: 0.17 | mfu: 4.6% | epoch: 4 | remaining: 155s
2026-04-21 13:36:26,308 INFO train_baseline: step 11950 (91.8%) | loss: 1.502759 | lrm: 0.16 | mfu: 4.6% | epoch: 4 | remaining: 148s
2026-04-21 13:36:33,429 INFO train_baseline: step 12000 (92.1%) | loss: 1.508132 | lrm: 0.16 | mfu: 4.5% | epoch: 4 | remaining: 141s
2026-04-21 13:36:40,525 INFO train_baseline: step 12050 (92.5%) | loss: 1.504348 | lrm: 0.15 | mfu: 4.0% | epoch: 4 | remaining: 134s
2026-04-21 13:36:47,427 INFO train_baseline: step 12100 (92.9%) | loss: 1.489829 | lrm: 0.14 | mfu: 4.4% | epoch: 4 | remaining: 127s
2026-04-21 13:36:54,442 INFO train_baseline: step 12150 (93.3%) | loss: 1.502239 | lrm: 0.13 | mfu: 4.7% | epoch: 4 | remaining: 120s
2026-04-21 13:37:01,489 INFO train_baseline: step 12200 (93.7%) | loss: 1.505175 | lrm: 0.13 | mfu: 4.5% | epoch: 4 | remaining: 113s
2026-04-21 13:37:08,375 INFO train_baseline: step 12250 (94.1%) | loss: 1.494829 | lrm: 0.12 | mfu: 4.4% | epoch: 4 | remaining: 106s
2026-04-21 13:37:15,322 INFO train_baseline: step 12300 (94.5%) | loss: 1.492305 | lrm: 0.11 | mfu: 4.5% | epoch: 4 | remaining: 99s
2026-04-21 13:37:22,218 INFO train_baseline: step 12350 (94.9%) | loss: 1.491870 | lrm: 0.10 | mfu: 4.9% | epoch: 4 | remaining: 93s
2026-04-21 13:37:29,243 INFO train_baseline: step 12400 (95.2%) | loss: 1.492771 | lrm: 0.10 | mfu: 4.4% | epoch: 4 | remaining: 85s
2026-04-21 13:37:36,155 INFO train_baseline: step 12450 (95.6%) | loss: 1.488881 | lrm: 0.09 | mfu: 4.8% | epoch: 4 | remaining: 79s
2026-04-21 13:37:42,939 INFO train_baseline: step 12500 (96.0%) | loss: 1.490164 | lrm: 0.08 | mfu: 4.3% | epoch: 4 | remaining: 72s
2026-04-21 13:37:49,866 INFO train_baseline: step 12550 (96.4%) | loss: 1.480190 | lrm: 0.07 | mfu: 4.5% | epoch: 4 | remaining: 65s
2026-04-21 13:37:56,677 INFO train_baseline: step 12600 (96.8%) | loss: 1.483368 | lrm: 0.06 | mfu: 4.6% | epoch: 4 | remaining: 58s
2026-04-21 13:38:03,701 INFO train_baseline: step 12650 (97.2%) | loss: 1.493339 | lrm: 0.06 | mfu: 4.7% | epoch: 4 | remaining: 51s
2026-04-21 13:38:10,614 INFO train_baseline: step 12700 (97.5%) | loss: 1.488023 | lrm: 0.05 | mfu: 5.1% | epoch: 4 | remaining: 44s
2026-04-21 13:38:17,524 INFO train_baseline: step 12750 (97.9%) | loss: 1.478464 | lrm: 0.04 | mfu: 4.9% | epoch: 4 | remaining: 37s
2026-04-21 13:38:24,496 INFO train_baseline: step 12800 (98.3%) | loss: 1.472642 | lrm: 0.03 | mfu: 3.1% | epoch: 4 | remaining: 30s
2026-04-21 13:38:31,387 INFO train_baseline: step 12850 (98.7%) | loss: 1.494672 | lrm: 0.03 | mfu: 4.6% | epoch: 4 | remaining: 23s
2026-04-21 13:38:38,261 INFO train_baseline: step 12900 (99.1%) | loss: 1.480904 | lrm: 0.02 | mfu: 4.6% | epoch: 4 | remaining: 17s
2026-04-21 13:38:45,099 INFO train_baseline: step 12950 (99.5%) | loss: 1.471461 | lrm: 0.01 | mfu: 4.9% | epoch: 4 | remaining: 10s
2026-04-21 13:38:52,147 INFO train_baseline: step 13000 (99.8%) | loss: 1.464346 | lrm: 0.00 | mfu: 4.5% | epoch: 4 | remaining: 3s
2026-04-21 13:39:03,460 INFO train_baseline: --- Final Results ---
2026-04-21 13:39:03,460 INFO train_baseline: val_bpb:          0.560674
2026-04-21 13:39:03,460 INFO train_baseline: training_seconds: 1800.1
2026-04-21 13:39:03,460 INFO train_baseline: total_seconds:    1854.4
2026-04-21 13:39:03,460 INFO train_baseline: peak_vram_mb:     7243.3
2026-04-21 13:39:03,460 INFO train_baseline: mfu_percent:      4.52
2026-04-21 13:39:03,460 INFO train_baseline: total_tokens_M:   1706.7
2026-04-21 13:39:03,461 INFO train_baseline: num_steps:        13021
2026-04-21 13:39:03,461 INFO train_baseline: num_params_M:     11.5
2026-04-21 13:39:03,461 INFO train_baseline: depth:            4
2026-04-21 13:39:03,579 INFO train_baseline: Checkpoint saved to /mmfs1/projects/changhui.yan/m.afzalsiddique/codes/autoresearch-master/checkpoints/baseline.pt
